customerid,churn_proba,churn_risk_segment
4945-RVMTE,0.37013073295903814,Low
0201-OAMXR,0.27886633261081323,Low
1866-NXPSP,0.18618412486547792,Very Low
3372-KWFBM,0.8734640679872803,Very High
7831-QGOXH,0.837001759530339,Very High
6393-WRYZE,0.766937454889711,High
3941-XTSKM,0.18159789035070384,Very Low
1661-CZBAU,0.16848287242558863,Very Low
6599-RCLCJ,0.7351859879109078,High
9831-BPFRI,0.4785644807613451,Moderate
5158-RIVOP,0.06362463724022188,Very Low
9788-YTFGE,0.42074925911664685,Moderate
9277-JOOMO,0.46291666723704833,Moderate
1907-YLNYW,0.6736651921588164,High
1725-MIMXW,0.43135162119648524,Moderate
8947-YRTDV,0.30481047419584795,Low
3161-ONRWK,0.06164958370367829,Very Low
0114-RSRRW,0.3684515879406462,Low
4565-NLZBV,0.009727906722735874,Very Low
0031-PVLZI,0.3145002267727902,Low
7206-GZCDC,0.8892745694955648,Very High
6682-VCIXC,0.17378433926788905,Very Low
4791-QRGMF,0.3301380868001484,Low
6475-VHUIZ,0.4300146724583543,Moderate
3910-MRQOY,0.00481794598217626,Very Low
0661-WCQNQ,0.23949906275571267,Low
7537-RBWEA,0.764246536849021,High
4656-CAURT,0.008394641048075881,Very Low
0121-SNYRK,0.14888533652237568,Very Low
1768-ZAIFU,0.8661528688024779,Very High
4671-LXRDQ,0.6063173035010138,High
3733-LSYCE,0.6371961738512161,High
6265-FRMTQ,0.03336312744087223,Very Low
1934-SJVJK,0.41408208139074043,Moderate
3838-OZURD,0.5230868942820264,Moderate
9269-CQOOL,0.5484968752964129,Moderate
2017-CCBLH,0.09275532575161075,Very Low
7690-KPNCU,0.06309853589427601,Very Low
0536-BGFMZ,0.15870865929818637,Very Low
2293-IJWPS,0.3605221837302355,Low
2845-HSJCY,0.8163954723865041,Very High
5469-NUJUR,0.07742067588749926,Very Low
1184-PJVDB,0.8240794121603469,Very High
2625-TRCZQ,0.41348557007432796,Moderate
4102-HLENU,0.028602946057742693,Very Low
7266-GSSJX,0.4156943261918658,Moderate
7722-VJRQD,0.028998246341104636,Very Low
7073-QETQY,0.022955709022475804,Very Low
9415-DPEWS,0.8406780510499241,Very High
5624-RYAMH,0.5044819886637778,Moderate
0196-JTUQI,0.8063473433426818,Very High
7130-YXBRO,0.6362954540719002,High
9272-LSVYH,0.6883490245290254,High
7943-RQCHR,0.8762761300726587,Very High
3793-MMFUH,0.8907020299100441,Very High
3249-ZPQRG,0.851676822312535,Very High
2568-BRGYX,0.8495451878811272,Very High
3084-DOWLE,0.038394720666395,Very Low
1084-MNSMJ,0.041469632372178246,Very Low
7721-JXEAW,0.22127934620973835,Low
7249-WBIYX,0.8617610369217731,Very High
4238-HFHSN,0.6073590442598511,High
6250-CGGUN,0.283601788715531,Low
5478-JJVZK,0.40386129297504975,Moderate
7596-IIWYC,0.05327274548379489,Very Low
6567-HOOPW,0.8914106733512325,Very High
9793-WECQC,0.6287346762514697,High
4291-HPAXL,0.35826593566149756,Low
8999-YPYBV,0.06490462564905845,Very Low
1839-FBNFR,0.02401132412263648,Very Low
3164-AALRN,0.3904212205955896,Low
3071-MVJCD,0.025857188927744638,Very Low
1697-BCSHV,0.18286870353279597,Very Low
0562-KBDVM,0.03823634725192354,Very Low
1131-SUEKT,0.21611538779204065,Low
3717-OEAUQ,0.7424543858612405,High
4538-WNTMJ,0.038201759769650824,Very Low
3334-CTHOL,0.6772488910701514,High
4704-ERYFC,0.7436049070152704,High
9432-RUVSL,0.2031362038841395,Low
8060-HIWJJ,0.05031908214340312,Very Low
7684-XSZIY,0.005344565106532015,Very Low
9089-UOWJG,0.4551906655805432,Moderate
8621-MNIHH,0.8077397394299423,Very High
8039-ACLPL,0.01556875751450149,Very Low
9885-AIBVB,0.7766570866853862,High
1934-MKPXS,0.049250842438069514,Very Low
2592-YKDIF,0.412192799927503,Moderate
2272-JKMSI,0.39964630662015144,Low
0471-LVHGK,0.27465334561880256,Low
9518-RWHZL,0.30501013667472,Low
8714-CTZJW,0.7921138115457141,High
3569-EDBPQ,0.8050367532321928,Very High
3131-NWVFJ,0.11126633285990163,Very Low
7521-YXVZY,0.33695366508251884,Low
5419-CONWX,0.8388433770455139,Very High
6240-EURKS,0.6574081852898974,High
2373-NTKOD,0.6717056602196114,High
1970-KKFWL,0.03752337809050868,Very Low
6960-HVYXR,0.8614876052156961,Very High
9337-SRRNI,0.010768912612472677,Very Low
0895-UADGO,0.291273625948737,Low
5678-VFNEQ,0.2807895291442572,Low
5977-CKHON,0.5557128098668674,Moderate
7024-OHCCK,0.9160612921523582,Very High
2692-BUCFV,0.7215157340365438,High
7861-UVUFT,0.8016284869304277,Very High
1830-GGFNM,0.09359950175442597,Very Low
5302-BDJNT,0.7181274022398225,High
5223-UZAVK,0.2661795846104119,Low
4859-ZSRDZ,0.05696162000408493,Very Low
5651-WYIPH,0.5136308153821452,Moderate
9350-VLHMB,0.39109218552382236,Low
3498-LZGQZ,0.007807877115349475,Very Low
8785-CJSHH,0.6299921371887222,High
5357-TZHPP,0.8488255754974466,Very High
3870-SPZSI,0.14765235912662483,Very Low
0680-DFNNY,0.8546020716607503,Very High
7560-QRBXH,0.02573521939585433,Very Low
7077-XJMET,0.6282244595544358,High
8752-GHJFU,0.3819289948833984,Low
6896-SRVYQ,0.5784862216943324,Moderate
7767-UXAGJ,0.7704924094538332,High
4652-ODEVH,0.018978171751536217,Very Low
6510-UPNKS,0.13303974711357525,Very Low
6718-BDGHG,0.17044475137195084,Very Low
9046-DQMTP,0.12467191785336973,Very Low
6439-LAJXL,0.5475849915208405,Moderate
1571-SAVHK,0.8080932534027029,Very High
9052-VKDUW,0.6025943984623828,High
9546-CQJSU,0.8949520218222077,Very High
1666-JZPZT,0.35805874574869845,Low
5777-KJIRB,0.13084125485701945,Very Low
0506-LVNGN,0.8216396739618596,Very High
7677-SJJJK,0.14432721769372928,Very Low
2480-EJWYP,0.3675855667752609,Low
3253-HKOKL,0.29000722422487135,Low
7055-HNEOJ,0.5909760958589637,Moderate
5514-YQENT,0.2927837458628335,Low
3211-AAPKX,0.7758829329079338,High
8445-DNBAE,0.7261330494025409,High
2951-QOQTK,0.7479970633642798,High
2958-NHPPS,0.2825932631556845,Low
6806-YDEUL,0.410016377408463,Moderate
1735-XMJVH,0.3420893509590335,Low
6890-PFRQX,0.4750430351393071,Moderate
0222-CNVPT,0.37088086660159614,Low
5899-OUVKV,0.7416248030908399,High
8681-ICONS,0.1657239684466129,Very Low
1621-YNCJH,0.317887186372671,Low
3473-XIIIT,0.8476789260359305,Very High
6362-QHAFM,0.57752279595737,Moderate
7893-IXHRQ,0.5240932019400306,Moderate
3070-BDOQC,0.21265493942503835,Low
2952-QAYZF,0.8849312914343337,Very High
6234-PFPXL,0.6986586452977889,High
9824-QCJPK,0.05303603878957236,Very Low
4763-PGDPO,0.8063344552149652,Very High
4283-IVYCI,0.4779507303868104,Moderate
1866-OBPNR,0.697407624330737,High
8205-MQUGY,0.5495406100752863,Moderate
8970-ANWXO,0.3215139345792157,Low
9480-BQJEI,0.2918757103603818,Low
5394-SVGJV,0.5966417104474607,Moderate
6979-TNDEU,0.3348420157509846,Low
9777-WJJPR,0.6155497451114251,High
9283-LZQOH,0.7326309746293836,High
7079-QRCBC,0.8266154148662361,Very High
9495-SKLKD,0.5591957160783381,Moderate
6048-UWKAL,0.14748075868623214,Very Low
5067-DGXLL,0.4025977117812566,Moderate
5469-CTCWN,0.3944828864940942,Low
9851-QXEEQ,0.7646439245672432,High
6281-FKEWS,0.30067736895847236,Low
8898-KASCD,0.16956833221033735,Very Low
9242-TKFSV,0.04252207148422948,Very Low
9290-SHCMB,0.8584673623631831,Very High
0743-HNPFG,0.08978994374723254,Very Low
2277-BKJKN,0.20336362426801655,Low
9809-IMGCQ,0.8627435712718908,Very High
5208-HFSBT,0.6124382732411857,High
5035-PGZXH,0.48762492509119526,Moderate
8695-WDYEA,0.5442140861578895,Moderate
6543-JXSOO,0.1880447010936523,Very Low
8016-ZMGMO,0.11270516707026185,Very Low
8605-ITULD,0.41176663803832975,Moderate
3254-YRILK,0.8700598503267029,Very High
6416-YJTTB,0.7432964488475019,High
2667-WYLWJ,0.1830426626273039,Very Low
4472-VESGY,0.424565529420639,Moderate
3195-TQDZX,0.5768141191029393,Moderate
3128-YOVTD,0.37577545562164155,Low
0529-ONKER,0.8350500799225012,Very High
1728-CXQBE,0.644344841739068,High
7041-TXQJH,0.4281028057572301,Moderate
5014-GSOUQ,0.0754146948648175,Very Low
5724-BIDBU,0.18082234518741228,Very Low
0481-SUMCB,0.5022294984414176,Moderate
1769-GRUIK,0.7769019843542236,High
5240-IJOQT,0.9159830690440438,Very High
8819-WFGGJ,0.049242531890007504,Very Low
7427-AUFPY,0.011763836363505921,Very Low
2811-POVEX,0.6781442212695977,High
1092-GANHU,0.7916371156107228,High
7898-PDWQE,0.03433298267326463,Very Low
9972-EWRJS,0.006497479161083681,Very Low
9314-IJWSQ,0.8136421192698665,Very High
0661-XEYAN,0.8062771546052188,Very High
5799-JRCZO,0.006119122646511571,Very Low
1921-KYSAY,0.2746550354889694,Low
6198-RTPMF,0.794760684639114,High
2924-KHUVI,0.45032924283512654,Moderate
1925-GMVBW,0.37041853963699284,Low
7881-EVUAD,0.8337813078231862,Very High
6184-DYUOB,0.45228833725625667,Moderate
9207-ZPANB,0.23647061360377325,Low
5766-XQXMQ,0.3809590211579316,Low
9327-QSDED,0.4674104748131974,Moderate
1656-DRSMG,0.5657357901203514,Moderate
3012-VFFMN,0.28623719039446005,Low
2984-AFWNC,0.8220076180150822,Very High
0640-YJTPY,0.003853124068453189,Very Low
8096-LOIST,0.5628271643394717,Moderate
9764-REAFF,0.008436221711486072,Very Low
3703-VAVCL,0.6988160631080735,High
7107-UBYKY,0.24207734803953151,Low
4881-GQJTW,0.2808557478969147,Low
8519-QJGJD,0.7504938205961731,High
7876-DNYAP,0.004525989700933006,Very Low
7905-NJMXS,0.716089821375955,High
2882-WDTBA,0.027399584600389486,Very Low
2091-GPPIQ,0.05231969999526735,Very Low
6326-MTTXK,0.8461647693300683,Very High
5071-FBJFS,0.5529828209774212,Moderate
2796-UUZZO,0.29482476204429714,Low
2429-AYKKO,0.005019431254036643,Very Low
9798-OPFEM,0.0355060562660659,Very Low
0330-IVZHA,0.7922165297595807,High
3794-NFNCH,0.3279394317886693,Low
5193-QLVZB,0.1862180670181063,Very Low
7114-AEOZE,0.008568843074988189,Very Low
2886-KEFUM,0.44472383784082525,Moderate
5522-NYKPB,0.6379362001587688,High
4237-RLAQD,0.6160662425492807,High
9957-YODKZ,0.8992137618749547,Very High
6518-KZXCB,0.06929646208986148,Very Low
2245-ADZFJ,0.08792114457194561,Very Low
7776-QGYJC,0.47366049976231633,Moderate
9313-QOLTZ,0.1796403914584176,Very Low
9651-GTSAQ,0.3264125025590802,Low
3186-BAXNB,0.8287528053831599,Very High
4672-FOTSD,0.7039898948407947,High
0637-YLETY,0.7909371641919585,High
9818-XQCUV,0.4011693548497412,Moderate
7338-ERIVA,0.1538726216089375,Very Low
1157-BQCUW,0.8948307257702678,Very High
8259-NFJTV,0.5861863149091894,Moderate
3223-DWFIO,0.8424067327015011,Very High
2660-EMUBI,0.8971309684405464,Very High
6968-GMKPR,0.5384141095177699,Moderate
4751-ERMAN,0.024057893057525353,Very Low
1436-ZMJAN,0.5389183747932987,Moderate
3292-PBZEJ,0.9016243286349461,Very High
0799-DDIHE,0.4350699314049393,Moderate
3070-FNFZQ,0.036453318136590133,Very Low
2812-SFXMJ,0.3583670549908846,Low
7675-OZCZG,0.6820162805545988,High
5014-WUQMG,0.36844373624138693,Low
5312-TSZVC,0.11027103475732801,Very Low
2003-CKLOR,0.4655511881455171,Moderate
0993-OSGPT,0.06535039267951058,Very Low
9254-RBFON,0.3971771101628209,Low
1205-WNWPJ,0.567459138281716,Moderate
9391-EOYLI,0.8472149621213046,Very High
7108-DGVUU,0.3024974010085506,Low
2782-JEEBU,0.5877951515215181,Moderate
5127-BZENZ,0.0660264036929946,Very Low
2720-FVBQP,0.5703299517358688,Moderate
9906-NHHVC,0.07000141328295875,Very Low
4522-XRWWI,0.16064379971139203,Very Low
3766-EJLFL,0.14469857579162645,Very Low
5939-SXWHM,0.016683971578478177,Very Low
8152-UOBNY,0.5915514736706433,Moderate
7351-KYHQH,0.7295675538666277,High
7643-RCHXS,0.00904917214845663,Very Low
8246-SHFGA,0.25505790439584775,Low
8387-MOJJT,0.4578463393649465,Moderate
0620-XEFWH,0.3160626976517509,Low
6485-QXWWE,0.009316861430788238,Very Low
2761-OCIAX,0.8883586332539098,Very High
7321-VGNKU,0.8519958310103148,Very High
5327-CNLUQ,0.2195354522958486,Low
7552-KEYGT,0.03805463714869714,Very Low
5816-JMLGY,0.02821753976912933,Very Low
3068-OMWZA,0.9183386062233121,Very High
2927-QRRQV,0.5027960238679132,Moderate
6032-KRXXO,0.7393911040389145,High
7459-RRWQZ,0.5687939737566011,Moderate
6265-SXWBU,0.16665265587030656,Very Low
7941-RCJOW,0.009545418244405465,Very Low
6374-NTQLP,0.11848838013825547,Very Low
4154-AQUGT,0.7809613656871174,High
2387-KDZQY,0.16276732039423292,Very Low
3584-WKTTW,0.5329349244157139,Moderate
3399-BMLVW,0.029269742969677607,Very Low
1971-DTCZB,0.05133299260156952,Very Low
3092-IGHWF,0.22474027805066,Low
3374-PZLXD,0.13044256654819344,Very Low
3813-DHBBB,0.048243855797609966,Very Low
2812-REYAT,0.038731584575868616,Very Low
6518-PPLMZ,0.012838618934860348,Very Low
4939-KYYPY,0.48955576273235324,Moderate
8017-LXHFA,0.8235940439669829,Very High
5930-GBIWP,0.05122800937908911,Very Low
6022-KOUQO,0.6292040964115717,High
6352-TWCAU,0.7541454911469182,High
2361-UPSND,0.09778080524484106,Very Low
6035-RIIOM,0.20133733306405444,Low
2929-QNSRW,0.446779905784766,Moderate
1262-OPMFY,0.7444880023351788,High
9504-DSHWM,0.4393907075595864,Moderate
5035-BVCXS,0.7486640161061906,High
6267-DCFFZ,0.8159365195107302,Very High
3533-UVMOM,0.022783761087895604,Very Low
2439-LYPMQ,0.8096386729802808,Very High
4248-QPAVC,0.8031915475295682,Very High
1899-VXWXM,0.4346761362492163,Moderate
1478-VPOAD,0.6446005798737912,High
9995-HOTOH,0.057588027916006125,Very Low
2988-PLAHS,0.5152951041258065,Moderate
1371-OJCEK,0.04418945222483428,Very Low
4999-IEZLT,0.056183905116840044,Very Low
8883-ANODQ,0.09723017649688177,Very Low
4690-LLKUA,0.6252042254050857,High
2351-RRBUE,0.14774318384374197,Very Low
5980-BDHPY,0.048578264358997786,Very Low
1498-DQNRX,0.15206339599353808,Very Low
9469-WEJBT,0.6891909503671586,High
3331-HQDTW,0.7136402873401838,High
9490-DFPMD,0.7556871075976674,High
2581-VKIRT,0.06208587084153689,Very Low
5442-XSDCW,0.6896699058234442,High
7426-WEIJX,0.559546062507708,Moderate
2851-MMUTZ,0.3729523424980522,Low
3049-NDXFL,0.8032239379771091,Very High
8580-AECUZ,0.8921838077115692,Very High
3307-TLCUD,0.5394260563746015,Moderate
6625-FLENO,0.009446641750289116,Very Low
2967-MXRAV,0.18767648074195561,Very Low
7963-GQRMY,0.44764569623473804,Moderate
8189-HBVRW,0.5878575683784567,Moderate
4163-KIUHY,0.30022465854006414,Low
1228-FZFRV,0.4849097693223952,Moderate
3500-NSDOA,0.025363055089786736,Very Low
1171-TYKUR,0.14618092291273818,Very Low
3761-FLYZI,0.586300162030858,Moderate
2058-DCJBE,0.8454924994892347,Very High
5364-XYIRR,0.6699205749781281,High
4829-AUOAX,0.5347071208170554,Moderate
1219-NNDDO,0.8660992694507076,Very High
8388-DMKAE,0.09348431722395248,Very Low
4403-BWPAY,0.23784778360557982,Low
9659-QEQSY,0.764246679398556,High
5405-ZMYXQ,0.8109475551663404,Very High
5047-LHVLY,0.6214441942216696,High
1442-OKRJE,0.21080248717943312,Low
4737-AQCPU,0.02156334622847335,Very Low
9158-VCTQB,0.6771433745052222,High
2808-CHTDM,0.050720204803512345,Very Low
6311-UEUME,0.7256725111683165,High
0793-TWELN,0.8857278271192083,Very High
3283-WCWXT,0.10412071873481174,Very Low
1060-ENTOF,0.36007992266195904,Low
0999-QXNSA,0.5618167440297049,Moderate
5451-MHQOF,0.03343655589094303,Very Low
4836-WNFNO,0.007270633962957066,Very Low
9225-BZLNZ,0.0721573589006134,Very Low
0354-VXMJC,0.037324581118637026,Very Low
4422-QVIJA,0.24050797398430537,Low
9365-SRSZE,0.7615014542057145,High
6839-ITVZJ,0.507247445702887,Moderate
8332-OSJDW,0.1594745720046833,Very Low
4735-BJKOU,0.022412834653944117,Very Low
0274-JKUJR,0.6124675906223832,High
5740-YHGTW,0.382491026687439,Low
8917-SZTTJ,0.0067815924521970675,Very Low
1696-MZVAU,0.15973573467824217,Very Low
7359-WWYJV,0.14264837641202854,Very Low
0375-HVGXO,0.8375059873525337,Very High
4906-ZHGPK,0.15509754758400612,Very Low
8593-WHYHV,0.891328579211944,Very High
3795-GWTRD,0.023859069974364707,Very Low
1298-PHBTI,0.13646022466359642,Very Low
6223-DHJGV,0.05876722613606706,Very Low
6961-MJKBO,0.01608957837323986,Very Low
6097-EQISJ,0.24672808776981744,Low
4423-YLHDV,0.7630210377907412,High
8158-WPEZG,0.7734195716191383,High
0107-YHINA,0.8765842649706467,Very High
4918-FYJNT,0.6182813319001453,High
0727-BNRLG,0.15213721504657676,Very Low
4854-CIDCF,0.8471675538148087,Very High
8640-SDGKB,0.7064823300269862,High
3280-MRDOF,0.17865268738009238,Very Low
6435-SRWBJ,0.8834168499687202,Very High
9964-WBQDJ,0.010060585745922203,Very Low
6303-KFWSL,0.33517138272378183,Low
1702-CCFNJ,0.1887594919818274,Very Low
8932-CZHRQ,0.07562877748611631,Very Low
0386-CWRGM,0.012992399262089041,Very Low
5515-RUGKN,0.5589326400862252,Moderate
0404-AHASP,0.004920374364653783,Very Low
7279-NMVJC,0.12335808421549382,Very Low
2081-VEYEH,0.8672035356238887,Very High
6407-UTSLV,0.835152861030302,Very High
4116-TZAQJ,0.757792020221171,High
9060-HJJRW,0.18862296462617703,Very Low
2587-YNLES,0.07803901957703885,Very Low
7398-SKNQZ,0.8534727222013321,Very High
5935-FCCNB,0.877323989235708,Very High
1958-RNRKS,0.4242917490889236,Moderate
5136-RGMZO,0.5543093165231827,Moderate
8345-MVDYC,0.05824827588816252,Very Low
8226-BXGES,0.2042479061838588,Low
3877-JRJIP,0.77412714629049,High
8375-DKEBR,0.8893503290983518,Very High
9705-IOVQQ,0.34441529165266827,Low
1015-OWJKI,0.41349534644640723,Moderate
7511-YMXVQ,0.7939460799261312,High
2040-XBAVJ,0.10650729612303007,Very Low
7551-JOHTI,0.4117400073059843,Moderate
8887-IPQNC,0.5421577433651258,Moderate
8646-JCOMS,0.25840748527642654,Low
9804-ICWBG,0.8634857067597574,Very High
1222-KJNZD,0.10132821263423379,Very Low
0106-GHRQR,0.5744712946953161,Moderate
5318-IXUZF,0.7998908041176879,High
3768-VHXQO,0.00888054688171333,Very Low
8952-WCVCD,0.3771119466999381,Low
2418-TPEUN,0.011093846128494195,Very Low
3963-RYFNS,0.17325915805760447,Very Low
3198-VELRD,0.7944461981112717,High
8540-ZQGEA,0.01139998255804827,Very Low
1320-REHCS,0.7746023870303494,High
4137-JOPHL,0.15789747974348026,Very Low
9436-ZBZCT,0.8542590775721814,Very High
7801-CEDNV,0.15383122929046744,Very Low
2057-BOYKM,0.15542241386904102,Very Low
3658-QQJYD,0.09055279831714765,Very Low
1803-BGNBD,0.6233116269822004,High
0134-XWXCE,0.1390656259476037,Very Low
6950-TWMYB,0.10335687502912322,Very Low
5848-FHRFC,0.0060505517131096845,Very Low
2243-FNMMI,0.22512292490365782,Low
2511-MORQY,0.07099141474354628,Very Low
5356-KZCKT,0.019616112878635555,Very Low
9470-XCCEM,0.6046368886676723,High
6519-CFDBX,0.7033436001519263,High
3902-MIVLE,0.031130119210489752,Very Low
0409-WTMPL,0.3841124854068594,Low
8763-KIAFH,0.08539732127298506,Very Low
3669-WHAFY,0.18031258071303954,Very Low
3055-VTCGS,0.04744720011497815,Very Low
3144-KMTWZ,0.41709969089435517,Moderate
7279-BUYWN,0.8204926479367729,Very High
7156-MHUGY,0.8569241969566617,Very High
7198-GLXTC,0.8207173015893426,Very High
2007-QVGAW,0.006052348666575234,Very Low
5207-PLSTK,0.5490202811790938,Moderate
2307-FYNNL,0.32737126156890195,Low
5605-XNWEN,0.012192513193644951,Very Low
2155-AMQRX,0.43549856906798085,Moderate
6181-AXXYF,0.0058145850462660315,Very Low
5091-HFAZW,0.8641586772942784,Very High
0516-VRYBW,0.09701896097645928,Very Low
2519-LBNQL,0.5130916120284645,Moderate
8623-ULFNQ,0.6412179174011012,High
8380-PEFPE,0.8338652944378951,Very High
5687-DKDTV,0.37840315163001675,Low
1568-LJSZU,0.051086085267026335,Very Low
7530-HDYDS,0.5753537079244576,Moderate
7789-HKSBS,0.5223331631307316,Moderate
7416-CKTEP,0.012939222576739368,Very Low
2586-CWXVV,0.2551100786131812,Low
3096-IZETN,0.6748716525132051,High
2348-KCJLT,0.12409838408375294,Very Low
8401-EMUWF,0.2933611290927485,Low
4193-IBKSW,0.005517476068149872,Very Low
5377-NDTOU,0.03129742963310511,Very Low
5922-ABDVO,0.6998195191445201,High
2474-LCNUE,0.505704580481654,Moderate
0839-QNXME,0.03551742594750323,Very Low
3506-OVLKD,0.08073317938469886,Very Low
9172-ANCRX,0.873696496429014,Very High
6650-VJONK,0.6107736118119835,High
2178-PMGCJ,0.6599272976525002,High
7492-TAFJD,0.2280093126468872,Low
2773-MADBQ,0.152756842072288,Very Low
6016-LVTJQ,0.10193355180280528,Very Low
7860-KSUGX,0.019782061332815744,Very Low
8966-KZXXA,0.029212626802286232,Very Low
6910-HADCM,0.8239090985086025,Very High
4816-LXZYW,0.8014558254250193,Very High
9606-PBKBQ,0.8001793737365257,Very High
5149-QYTTU,0.20567378582102466,Low
2070-XYMFH,0.7756705824548991,High
2085-BOJKI,0.5252256995231234,Moderate
0817-HSUSE,0.7272603625021109,High
5442-PPTJY,0.061001141230981215,Very Low
1927-QEWMY,0.004985080791825241,Very Low
1663-MHLHE,0.41357534133647555,Moderate
5663-QBGIS,0.1231028290576119,Very Low
4450-MDZFX,0.29109430783282236,Low
6701-DHKWQ,0.03701620972098106,Very Low
7554-AKDQF,0.4796678070869372,Moderate
3536-IQCTX,0.747487459859998,High
4911-BANWH,0.6414376378214478,High
8496-EJAUI,0.6948966001765939,High
0794-YVSGE,0.0037613983451681623,Very Low
5423-BHIXO,0.504881137064143,Moderate
6908-VVYHM,0.5621469093368138,Moderate
2959-EEXWB,0.3130414849897742,Low
1839-UMACK,0.0880113960463158,Very Low
3030-YDNRM,0.8699610397054186,Very High
7321-KKSDU,0.026247087204802184,Very Low
3402-XRIUO,0.556340868013075,Moderate
3132-TVFDZ,0.399288014614667,Low
8286-AFUYI,0.6485670277975824,High
8080-DDEMJ,0.7016034879181269,High
8356-WUAOJ,0.7022513051920316,High
6365-MTGZX,0.770137146954219,High
1349-WXNGG,0.40968766118133304,Moderate
8058-DMYRU,0.7044470362748697,High
9350-ZXYJC,0.18797700070918166,Very Low
6990-YNRIO,0.11285630646689453,Very Low
8958-JPTRR,0.04547138499480546,Very Low
6959-GQEGV,0.37496231663758806,Low
3173-WSSUE,0.004060223564605011,Very Low
1265-HVPZB,0.0627375815439815,Very Low
4115-UMJFQ,0.0716040690289286,Very Low
7369-TRPFD,0.11390058952061166,Very Low
1098-KFQEC,0.008529261752004918,Very Low
7190-XHTWJ,0.05087039333294339,Very Low
0621-TWIEM,0.6309682906345455,High
3537-RYBHH,0.3570206869592018,Low
2485-ITVKB,0.8248701388925023,Very High
3669-OYSJI,0.5446274916826899,Moderate
1612-EOHDH,0.645280363941242,High
6702-OHFWR,0.8716241792908809,Very High
5296-BFCYD,0.01762050957014907,Very Low
4510-PYUSH,0.3482703817673072,Low
9359-JANWS,0.021412305295809227,Very Low
7517-SAWMO,0.7685583050188023,High
4143-HHPMK,0.5702827104078292,Moderate
3279-DYZQM,0.004003030510915076,Very Low
7054-LGEQW,0.5392771417647328,Moderate
0523-VNGTF,0.4748541387101919,Moderate
9575-IWCAZ,0.23975618619682929,Low
7105-MXJLL,0.20442723480924924,Low
7064-FRRSW,0.5789136438561917,Moderate
7940-UQQUG,0.26636934909147353,Low
0923-PNFUB,0.816969818042008,Very High
3961-SXAXY,0.6108781579232725,High
7010-BRBUU,0.005632850962422258,Very Low
3566-HJGPK,0.6159101958040433,High
3062-ICYZQ,0.5975912804816546,Moderate
9938-PRCVK,0.0158472435414225,Very Low
0973-KYVNF,0.021767038531185706,Very Low
5129-HHMZC,0.08224730058059429,Very Low
9637-CDTKZ,0.17395687958690453,Very Low
3946-JEWRQ,0.3994492507592071,Low
7873-CVMAW,0.04036143623366061,Very Low
0463-WZZKO,0.4705753385118112,Moderate
3494-JCHRQ,0.8635245834225497,Very High
6474-FVJLC,0.8940793730662614,Very High
4524-QCSSM,0.5467138021860615,Moderate
5832-EXGTT,0.31166133120849737,Low
8840-DQLGN,0.7393405918935618,High
2039-JONDJ,0.15960422648826916,Very Low
7217-JYHOQ,0.3700127950267162,Low
6695-FRVEC,0.02085211597475249,Very Low
4547-LYTDD,0.7890486813979611,High
9894-QMIMJ,0.18267977456198323,Very Low
8069-YQQAJ,0.6500631380304771,High
6770-XUAGN,0.5284930555428051,Moderate
4193-ORFCL,0.5996554573881633,Moderate
1636-NTNCO,0.7998472781444914,High
3466-WAESX,0.6199810157157256,High
9281-PKKZE,0.4412846914099079,Moderate
3638-VBZTA,0.045568313676090454,Very Low
7459-IMVYU,0.4173310850617809,Moderate
7776-QWNFX,0.38385153595497645,Low
6689-TCZHQ,0.8407329868613517,Very High
8563-OYMQY,0.7323200273069177,High
0754-EEBDC,0.08598914711989072,Very Low
5777-ZPQNC,0.22164160356805446,Low
1951-IEYXM,0.04228176536576616,Very Low
3318-NMQXL,0.86206504352897,Very High
3143-ILDAL,0.6393466353375501,High
1022-RKXDR,0.08112666238044254,Very Low
2361-FJWNO,0.1667689815032899,Very Low
2272-UOINI,0.687722608132492,High
8232-UTFOZ,0.005990482335962372,Very Low
3750-YHRYO,0.14928120358490637,Very Low
6637-KYRCV,0.7639298222360916,High
5668-MEISB,0.0970912712262792,Very Low
0129-QMPDR,0.039439936844811195,Very Low
7188-CBBBA,0.38246737609997933,Low
5356-CSVSQ,0.7005407610837069,High
3221-CJMSG,0.4025738623986437,Moderate
4720-VSTSI,0.5976973303114504,Moderate
3219-JQRSL,0.04846422845396619,Very Low
2801-NISEI,0.43897587418616174,Moderate
3946-MHCZW,0.5440231755811404,Moderate
4623-ZKHLY,0.2531751033300676,Low
6732-VAILE,0.041039841822104045,Very Low
8201-AAXCB,0.4329285699465833,Moderate
7696-CFTAT,0.019222320000714305,Very Low
1845-CSBRZ,0.6742294771563659,High
2123-VSCOT,0.04414636311379228,Very Low
6651-AZVTJ,0.6459172648731654,High
4566-GOLUK,0.5792492439038576,Moderate
2484-DGXPZ,0.15067950188903512,Very Low
2018-QKYGT,0.8301256402290067,Very High
2792-VPPET,0.5778652753823658,Moderate
7409-JURKQ,0.39698131121291885,Low
3247-MHJKM,0.41410875696848753,Moderate
1964-SVLEA,0.14673322978052253,Very Low
4587-NUKOX,0.8574324302053397,Very High
7297-DVYGA,0.03732557576063983,Very Low
2239-CGBUZ,0.09685416847735288,Very Low
0854-UYHZD,0.05772702137118169,Very Low
7243-LCGGZ,0.4124858626451274,Moderate
8267-KFGYD,0.4322148306572824,Moderate
