order_id,order_date,store_id,product_id,qty,unit_price,discount,channel,unit_cost,revenue,cost,profit
6307,2024-05-30,S004,P005,4,50,0.1,Online,29.835491923117836,180.0,119.34196769247134,60.65803230752866
6308,2024-04-24,S001,P002,3,50,0.1,In-Store,32.13366279546154,135.0,96.40098838638463,38.599011613615374
6309,2024-03-04,S002,P010,5,30,0.05,In-Store,20.821694144042624,142.5,104.10847072021312,38.39152927978688
6310,2024-12-08,S002,P001,2,50,0.2,In-Store,32.05206234233062,80.0,64.10412468466124,15.895875315338756
6311,2024-12-28,S003,P006,1,10,0.05,Online,7.529482401996779,9.5,7.529482401996779,1.9705175980032212
6312,2024-12-17,S002,P006,4,40,0.0,In-Store,23.098280891613644,160.0,92.39312356645458,67.60687643354542
6313,2024-06-06,S003,P003,6,20,0.05,In-Store,10.809199228949858,114.0,64.85519537369915,49.144804626300854
6314,2024-03-17,S003,P008,6,40,0.05,In-Store,24.450009722161,228.0,146.700058332966,81.299941667034
6315,2024-05-25,S003,P009,2,30,0.05,In-Store,17.1822658774415,57.0,34.364531754883,22.635468245117004
6316,2024-12-08,S003,P003,6,30,0.0,In-Store,20.341331656007462,180.0,122.04798993604477,57.95201006395523
6317,2024-08-12,S004,P009,4,10,0.2,In-Store,6.710883784880123,32.0,26.84353513952049,5.15646486047951
6318,2024-11-08,S004,P008,1,30,0.05,Online,21.631424666905627,28.5,21.631424666905627,6.868575333094373
6319,2024-04-12,S001,P005,1,30,0.2,In-Store,22.074455666126838,24.0,22.074455666126838,1.9255443338731624
6320,2024-12-12,S001,P006,2,30,0.2,Online,16.277193875746168,48.0,32.554387751492335,15.445612248507665
6321,2024-10-27,S002,P001,4,40,0.0,Online,24.1339329586055,160.0,96.535731834422,63.464268165578005
6322,2024-03-28,S004,P005,8,10,0.2,Online,5.2360829986794855,64.0,41.888663989435884,22.111336010564116
6323,2024-10-29,S001,P010,3,50,0.0,Online,35.19584872678787,150.0,105.58754618036362,44.41245381963638
6324,2024-06-16,S004,P010,5,20,0.05,Online,14.80851565530366,95.0,74.0425782765183,20.9574217234817
6325,2024-06-18,S004,P007,3,10,0.2,In-Store,7.884445154142519,24.0,23.653335462427556,0.346664537572444
6326,2024-05-14,S002,P001,8,40,0.1,Online,31.484112176261547,288.0,251.87289741009238,36.12710258990762
6327,2024-02-19,S002,P010,4,50,0.1,Online,34.477147935410926,180.0,137.9085917416437,42.091408258356296
6328,2024-12-05,S003,P009,8,50,0.1,Online,36.089984837746684,360.0,288.71987870197347,71.28012129802653
6329,2024-12-12,S004,P007,8,20,0.05,In-Store,11.252223408665941,152.0,90.01778726932753,61.98221273067247
6330,2024-05-13,S003,P004,9,50,0.2,Online,33.74472575635902,360.0,303.70253180723114,56.29746819276886
6331,2024-12-12,S003,P004,2,10,0.2,Online,5.992494984531196,16.0,11.984989969062392,4.015010030937608
6332,2024-05-16,S003,P010,7,50,0.2,Online,26.63556670583735,280.0,186.44896694086145,93.55103305913855
6333,2024-09-01,S004,P007,1,40,0.2,In-Store,25.88662138132596,32.0,25.88662138132596,6.113378618674041
6334,2024-04-18,S004,P006,4,50,0.1,Online,31.316231306334803,180.0,125.26492522533921,54.73507477466079
6335,2024-11-08,S003,P003,4,40,0.05,Online,20.83025488083232,152.0,83.32101952332928,68.67898047667072
6336,2024-10-13,S004,P009,4,50,0.05,Online,39.315920158917095,190.0,157.26368063566838,32.73631936433162
6337,2024-01-21,S003,P006,7,20,0.05,Online,15.738629183482011,133.0,110.17040428437409,22.829595715625913
6338,2024-03-30,S001,P002,5,10,0.2,Online,6.67626702643218,40.0,33.3813351321609,6.618664867839101
6339,2024-10-22,S004,P010,5,40,0.2,Online,31.33262879261939,160.0,156.66314396309696,3.3368560369030433
6340,2024-04-21,S002,P002,3,50,0.0,Online,28.873058354380937,150.0,86.61917506314282,63.38082493685718
6341,2024-10-27,S002,P001,5,30,0.2,Online,22.123605605137804,120.0,110.61802802568903,9.381971974310972
6342,2024-03-17,S003,P005,5,30,0.2,Online,23.54243246236657,120.0,117.71216231183286,2.2878376881671443
6343,2024-06-25,S001,P010,8,10,0.05,Online,6.185871932433545,76.0,49.48697545946836,26.51302454053164
6344,2024-12-08,S004,P006,2,40,0.0,Online,23.629905131625918,80.0,47.259810263251836,32.740189736748164
6345,2024-05-27,S003,P003,8,20,0.0,Online,14.167446022119154,160.0,113.33956817695324,46.660431823046764
6346,2024-04-10,S001,P004,4,20,0.2,Online,12.842617320610499,64.0,51.370469282441995,12.629530717558005
6347,2024-09-02,S001,P005,9,10,0.05,In-Store,6.135608774502251,85.5,55.22047897052026,30.27952102947974
6348,2024-04-26,S004,P004,8,20,0.2,In-Store,14.666769182703446,128.0,117.33415346162757,10.665846538372435
6349,2024-04-01,S002,P009,5,50,0.0,In-Store,28.58907165143706,250.0,142.9453582571853,107.05464174281471
6350,2024-01-28,S002,P003,5,10,0.0,Online,7.0645248019789495,50.0,35.322624009894746,14.677375990105254
6351,2024-01-25,S001,P005,9,40,0.05,Online,24.65132312235006,342.0,221.86190810115053,120.13809189884947
6352,2024-02-27,S002,P007,5,20,0.05,Online,11.56790221088772,95.0,57.8395110544386,37.1604889455614
6353,2024-10-23,S001,P007,9,50,0.1,Online,38.965573027662295,405.0,350.69015724896065,54.309842751039355
6354,2024-05-13,S001,P006,6,20,0.2,Online,11.487423775654463,96.0,68.92454265392678,27.07545734607322
6355,2024-11-26,S001,P009,1,10,0.2,In-Store,6.16050174484858,8.0,6.16050174484858,1.8394982551514198
6356,2024-09-05,S002,P007,8,10,0.2,In-Store,6.863274864310586,64.0,54.90619891448469,9.09380108551531
6357,2024-02-07,S003,P004,1,20,0.0,In-Store,10.366533444642492,20.0,10.366533444642492,9.633466555357508
6358,2024-03-15,S002,P010,2,10,0.05,Online,5.306432964579409,19.0,10.612865929158819,8.387134070841181
6359,2024-05-21,S003,P009,6,30,0.2,Online,20.660465859134685,144.0,123.9627951548081,20.037204845191894
6360,2024-11-17,S002,P006,5,10,0.05,Online,6.773575825921925,47.5,33.867879129609626,13.632120870390374
6361,2024-06-16,S004,P001,2,40,0.05,In-Store,27.231987673350154,76.0,54.46397534670031,21.53602465329969
6362,2024-09-15,S004,P009,6,20,0.2,In-Store,13.559111553881909,96.0,81.35466932329146,14.64533067670854
6363,2024-12-20,S002,P007,7,30,0.05,Online,22.51183778461987,199.5,157.5828644923391,41.9171355076609
6364,2024-08-12,S004,P006,3,20,0.05,Online,11.98239910524952,57.0,35.94719731574856,21.05280268425144
6365,2024-05-31,S004,P006,8,10,0.0,Online,5.5267724571762145,80.0,44.214179657409716,35.785820342590284
6366,2024-01-19,S004,P004,4,30,0.2,In-Store,23.076840691740266,96.0,92.30736276696106,3.692637233038937
6367,2024-05-25,S004,P004,9,20,0.2,Online,13.356861665711977,144.0,120.21175499140779,23.788245008592213
6368,2024-08-28,S003,P003,7,10,0.2,In-Store,7.366902030591195,56.0,51.56831421413837,4.431685785861632
6369,2024-12-09,S001,P008,3,10,0.0,In-Store,5.5758491633221885,30.0,16.727547489966565,13.272452510033435
6370,2024-08-24,S003,P008,5,20,0.05,In-Store,12.782192645162095,95.0,63.91096322581048,31.089036774189523
6371,2024-02-04,S001,P002,9,20,0.2,In-Store,10.709386198666815,144.0,96.38447578800134,47.61552421199866
6372,2024-07-08,S001,P005,9,20,0.1,In-Store,10.59350784179699,162.0,95.34157057617291,66.65842942382709
6373,2024-01-01,S002,P009,8,30,0.1,Online,19.087845418469193,216.0,152.70276334775355,63.297236652246454
6374,2024-06-01,S002,P009,8,30,0.0,In-Store,20.35575154266588,240.0,162.84601234132705,77.15398765867295
6375,2024-05-05,S002,P007,9,40,0.2,In-Store,31.130702710781986,288.0,280.1763243970379,7.823675602962112
6376,2024-12-10,S002,P004,5,30,0.05,Online,15.439465799240445,142.5,77.19732899620223,65.30267100379777
6377,2024-08-13,S002,P004,9,10,0.0,Online,6.117925155189093,90.0,55.06132639670184,34.93867360329816
6378,2024-08-08,S003,P010,6,30,0.05,Online,21.656769734740035,171.0,129.9406184084402,41.0593815915598
6379,2024-07-29,S003,P007,6,20,0.05,In-Store,11.82384044603555,114.0,70.94304267621331,43.05695732378669
6380,2024-01-25,S004,P003,6,20,0.1,In-Store,14.517561004591117,108.0,87.10536602754671,20.894633972453292
6381,2024-01-16,S003,P003,7,30,0.2,Online,23.55385141022072,168.0,164.87695987154504,3.12304012845496
6382,2024-06-30,S003,P005,9,10,0.05,Online,6.7656115065667874,85.5,60.890503559101084,24.609496440898916
6383,2024-11-24,S002,P006,3,40,0.05,Online,23.00798846475494,114.0,69.02396539426482,44.97603460573518
6384,2024-05-08,S004,P008,6,20,0.05,In-Store,13.570817232158108,114.0,81.42490339294865,32.57509660705135
6385,2024-02-11,S003,P001,5,50,0.05,Online,29.549688108883394,237.5,147.74844054441698,89.75155945558302
6386,2024-12-01,S003,P007,4,40,0.0,Online,22.032588509798,160.0,88.130354039192,71.869645960808
6387,2024-08-23,S004,P008,8,50,0.05,In-Store,36.88962720732816,380.0,295.1170176586253,84.88298234137471
6388,2024-12-25,S001,P005,3,50,0.1,In-Store,34.94359008852636,135.0,104.83077026557909,30.16922973442091
6389,2024-02-03,S002,P010,2,50,0.0,Online,37.750164766815175,100.0,75.50032953363035,24.49967046636965
6390,2024-12-10,S003,P002,4,20,0.1,In-Store,15.232181381260883,72.0,60.92872552504353,11.071274474956468
6391,2024-02-14,S003,P004,3,20,0.05,In-Store,12.139890197073411,57.0,36.41967059122023,20.580329408779768
6392,2024-05-13,S004,P006,7,50,0.2,Online,26.6878734302601,280.0,186.8151140118207,93.1848859881793
6393,2024-01-21,S003,P009,4,50,0.1,Online,32.07236712168855,180.0,128.2894684867542,51.7105315132458
6394,2024-05-01,S002,P002,9,40,0.2,Online,24.254372439757958,288.0,218.28935195782162,69.71064804217838
6395,2024-03-10,S003,P004,5,20,0.0,In-Store,13.799791426714672,100.0,68.99895713357336,31.001042866426644
6396,2024-12-17,S001,P010,3,50,0.1,In-Store,37.64467269842833,135.0,112.93401809528498,22.065981904715017
6397,2024-12-26,S002,P005,2,10,0.05,Online,6.83459458600857,19.0,13.66918917201714,5.3308108279828605
6398,2024-02-17,S001,P008,6,20,0.05,In-Store,10.064654253497352,114.0,60.38792552098411,53.61207447901589
6399,2024-02-08,S004,P008,6,20,0.2,Online,13.620551269630452,96.0,81.72330761778271,14.276692382217291
6400,2024-10-13,S002,P002,1,10,0.2,In-Store,5.387305501282165,8.0,5.387305501282165,2.6126944987178353
6401,2024-01-10,S003,P006,7,50,0.1,In-Store,29.75027332064519,315.0,208.25191324451632,106.74808675548368
6402,2024-01-30,S002,P006,5,30,0.2,Online,17.162638339526396,120.0,85.81319169763198,34.18680830236802
6403,2024-08-31,S002,P005,7,20,0.05,Online,13.017024068161458,133.0,91.1191684771302,41.8808315228698
6404,2024-09-30,S002,P008,4,50,0.2,In-Store,36.80895396440542,160.0,147.23581585762167,12.764184142378326
6405,2024-03-28,S001,P010,5,10,0.0,In-Store,5.114485810281854,50.0,25.572429051409273,24.427570948590727
6406,2024-08-31,S004,P002,7,10,0.0,In-Store,5.173194870535404,70.0,36.21236409374783,33.78763590625217
6407,2024-11-24,S002,P002,6,20,0.0,In-Store,15.754575080823853,120.0,94.52745048494312,25.472549515056883
6408,2024-01-15,S003,P007,1,10,0.2,In-Store,6.318387573880666,8.0,6.318387573880666,1.681612426119334
6409,2024-01-04,S002,P009,1,10,0.1,Online,7.220659317596655,9.0,7.220659317596655,1.7793406824033449
6410,2024-07-09,S002,P003,2,50,0.1,Online,38.139857436626905,90.0,76.27971487325381,13.720285126746191
6411,2024-06-16,S004,P007,3,10,0.2,In-Store,6.145217234693925,24.0,18.435651704081778,5.564348295918222
6412,2024-01-09,S003,P003,1,30,0.2,In-Store,19.933545089101774,24.0,19.933545089101774,4.066454910898226
6413,2024-04-18,S003,P006,2,50,0.0,In-Store,37.98358997232209,100.0,75.96717994464419,24.032820055355813
6414,2024-05-16,S001,P003,2,50,0.2,Online,33.99284510255365,80.0,67.9856902051073,12.014309794892696
6415,2024-06-02,S003,P001,7,20,0.1,Online,11.130385422809619,126.0,77.91269795966733,48.08730204033267
6416,2024-07-27,S003,P006,6,50,0.0,In-Store,33.98244522916816,300.0,203.89467137500895,96.10532862499105
6417,2024-09-28,S003,P003,9,20,0.2,Online,15.79741138199801,144.0,142.1767024379821,1.823297562017899
6418,2024-05-22,S002,P001,5,10,0.05,Online,7.9589588656187304,47.5,39.79479432809365,7.705205671906349
6419,2024-04-08,S001,P005,3,40,0.1,Online,30.902592680799216,108.0,92.70777804239765,15.29222195760235
6420,2024-11-03,S003,P008,1,30,0.0,Online,21.49741187455081,30.0,21.49741187455081,8.50258812544919
6421,2024-03-09,S003,P008,1,30,0.0,Online,22.937682910811997,30.0,22.937682910811997,7.062317089188003
6422,2024-09-03,S003,P008,2,10,0.0,Online,6.230699092634763,20.0,12.461398185269527,7.538601814730473
6423,2024-09-17,S002,P003,3,40,0.1,In-Store,24.100886470338946,108.0,72.30265941101683,35.69734058898317
6424,2024-10-02,S002,P008,5,50,0.05,In-Store,39.92439560414201,237.5,199.62197802071006,37.87802197928994
6425,2024-03-19,S001,P004,7,40,0.2,In-Store,30.58585356342556,224.0,214.1009749439789,9.899025056021088
6426,2024-05-25,S004,P008,4,50,0.1,In-Store,26.718782392435465,180.0,106.87512956974186,73.12487043025814
6427,2024-04-20,S001,P003,6,50,0.0,Online,37.15152177505117,300.0,222.90913065030702,77.09086934969298
6428,2024-09-14,S002,P003,6,50,0.2,Online,25.181920746679783,240.0,151.0915244800787,88.9084755199213
6429,2024-04-02,S003,P001,2,40,0.1,Online,25.117473374360586,72.0,50.23494674872117,21.76505325127883
6430,2024-01-13,S003,P008,6,10,0.05,Online,5.2527113882749585,57.0,31.51626832964975,25.48373167035025
6431,2024-09-16,S001,P008,5,50,0.05,Online,30.52583000793242,237.5,152.6291500396621,84.87084996033789
6432,2024-04-18,S003,P009,6,10,0.2,In-Store,7.430552126767649,48.0,44.58331276060589,3.4166872393941077
6433,2024-11-25,S002,P006,4,50,0.2,Online,27.250909005543562,160.0,109.00363602217425,50.99636397782575
6434,2024-07-07,S001,P002,1,10,0.1,In-Store,6.055198165602345,9.0,6.055198165602345,2.944801834397655
6435,2024-04-04,S004,P001,9,10,0.05,In-Store,5.766017521454085,85.5,51.89415769308677,33.60584230691323
6436,2024-04-14,S002,P008,3,10,0.1,In-Store,5.390072733337881,27.0,16.170218200013643,10.829781799986357
6437,2024-01-08,S002,P010,1,20,0.1,In-Store,15.81499706951293,18.0,15.81499706951293,2.1850029304870695
6438,2024-03-07,S003,P004,4,40,0.2,Online,25.210031812480853,128.0,100.84012724992341,27.159872750076588
6439,2024-07-09,S002,P007,7,50,0.05,In-Store,25.327108530042214,332.5,177.2897597102955,155.2102402897045
6440,2024-12-31,S002,P010,4,50,0.0,Online,35.163057877902496,200.0,140.65223151160998,59.34776848839002
6441,2024-09-12,S004,P004,4,20,0.1,In-Store,13.149271831707818,72.0,52.59708732683127,19.40291267316873
6442,2024-01-09,S003,P001,9,10,0.0,Online,7.459430288371727,90.0,67.13487259534554,22.86512740465446
6443,2024-04-26,S002,P008,6,10,0.05,Online,6.090971537644341,57.0,36.54582922586604,20.454170774133956
6444,2024-09-23,S003,P010,9,50,0.0,Online,38.656559250272586,450.0,347.9090332524533,102.0909667475467
6445,2024-04-08,S002,P009,2,30,0.1,Online,15.250950817132495,54.0,30.50190163426499,23.49809836573501
6446,2024-10-24,S004,P010,7,50,0.05,Online,32.864111302818486,332.5,230.0487791197294,102.4512208802706
6447,2024-06-12,S003,P009,7,50,0.1,Online,32.33156222932328,315.0,226.32093560526297,88.67906439473703
6448,2024-05-20,S003,P009,8,20,0.05,In-Store,10.07081807446865,152.0,80.5665445957492,71.4334554042508
6449,2024-09-24,S004,P004,9,10,0.1,In-Store,5.189989157259233,81.0,46.7099024153331,34.2900975846669
6450,2024-02-06,S001,P009,8,40,0.0,Online,23.453494388187956,320.0,187.62795510550364,132.37204489449636
6451,2024-03-14,S002,P004,2,50,0.1,In-Store,33.62140937656863,90.0,67.24281875313726,22.757181246862743
6452,2024-03-13,S002,P002,3,50,0.0,In-Store,28.097970348718558,150.0,84.29391104615567,65.70608895384433
6453,2024-11-03,S001,P010,2,40,0.1,In-Store,22.207665188838583,72.0,44.415330377677165,27.584669622322835
6454,2024-07-17,S003,P003,1,20,0.1,In-Store,10.81499294987806,18.0,10.81499294987806,7.185007050121939
6455,2024-05-09,S003,P002,7,30,0.1,Online,23.351223632005446,189.0,163.4585654240381,25.541434575961887
6456,2024-09-02,S004,P001,8,20,0.1,In-Store,13.388263405775566,144.0,107.10610724620453,36.89389275379547
6457,2024-11-07,S004,P006,5,50,0.2,Online,28.69448313882876,200.0,143.4724156941438,56.52758430585621
6458,2024-02-29,S004,P004,9,20,0.1,Online,15.82729167500451,162.0,142.4456250750406,19.554374924959404
6459,2024-10-05,S001,P007,4,40,0.2,In-Store,24.90034900089846,128.0,99.60139600359383,28.398603996406166
6460,2024-04-12,S001,P007,1,20,0.05,Online,10.672973674504123,19.0,10.672973674504123,8.327026325495877
6461,2024-10-22,S003,P010,4,50,0.0,Online,32.66569777746028,200.0,130.66279110984112,69.33720889015888
6462,2024-11-15,S004,P001,5,40,0.0,In-Store,25.220293632096052,200.0,126.10146816048027,73.89853183951973
6463,2024-12-06,S003,P009,8,40,0.2,Online,27.411216739289664,256.0,219.2897339143173,36.71026608568269
6464,2024-05-30,S001,P008,5,50,0.05,Online,35.486436380542884,237.5,177.43218190271443,60.06781809728557
6465,2024-06-05,S002,P010,9,50,0.1,Online,30.189973876057312,405.0,271.70976488451583,133.29023511548417
6466,2024-07-24,S003,P001,6,50,0.0,In-Store,27.567773227616144,300.0,165.40663936569686,134.59336063430314
6467,2024-06-27,S001,P008,8,30,0.2,In-Store,18.722058156435914,192.0,149.7764652514873,42.22353474851269
6468,2024-07-15,S004,P005,3,50,0.05,Online,32.573395544291394,142.5,97.72018663287417,44.779813367125826
6469,2024-08-10,S002,P001,3,20,0.05,In-Store,12.79790340407833,57.0,38.39371021223499,18.606289787765007
6470,2024-03-29,S002,P004,9,10,0.2,In-Store,5.101548534852105,72.0,45.91393681366895,26.086063186331053
6471,2024-10-13,S002,P007,6,30,0.05,Online,22.1483088310989,171.0,132.88985298659338,38.11014701340662
6472,2024-10-02,S004,P005,4,30,0.0,Online,18.088504521381957,120.0,72.35401808552783,47.64598191447217
6473,2024-08-23,S002,P003,8,10,0.2,Online,5.878771155506444,64.0,47.03016924405155,16.96983075594845
6474,2024-07-01,S001,P004,4,20,0.2,Online,11.280540991896345,64.0,45.12216396758538,18.87783603241462
6475,2024-07-27,S003,P002,4,30,0.05,In-Store,20.245896650273018,114.0,80.98358660109207,33.01641339890793
6476,2024-05-09,S002,P008,7,30,0.2,Online,20.30173392717724,168.0,142.11213749024068,25.887862509759316
6477,2024-06-01,S002,P002,7,50,0.2,Online,31.46304938447463,280.0,220.2413456913224,59.75865430867759
6478,2024-01-13,S001,P006,8,40,0.05,Online,28.07202894150922,304.0,224.57623153207376,79.42376846792624
6479,2024-05-01,S004,P007,7,30,0.2,Online,15.343614877036426,168.0,107.40530413925498,60.59469586074502
6480,2024-12-24,S002,P007,8,20,0.0,Online,14.814792694242222,160.0,118.51834155393777,41.48165844606223
6481,2024-08-07,S001,P001,8,40,0.2,In-Store,23.074548314006943,256.0,184.59638651205555,71.40361348794445
6482,2024-04-15,S001,P008,7,10,0.05,Online,6.40596114331752,66.5,44.84172800322264,21.65827199677736
6483,2024-03-10,S004,P009,1,30,0.2,In-Store,21.70526224362684,24.0,21.70526224362684,2.2947377563731592
6484,2024-07-13,S004,P007,4,20,0.0,Online,11.044678988332784,80.0,44.178715953331135,35.821284046668865
6485,2024-07-04,S003,P008,3,10,0.1,Online,7.708361205736622,27.0,23.125083617209867,3.8749163827901327
6486,2024-04-08,S002,P004,9,50,0.0,In-Store,27.036052574957626,450.0,243.32447317461865,206.67552682538135
6487,2024-03-22,S003,P008,8,50,0.2,Online,37.19182093323635,320.0,297.5345674658908,22.465432534109198
6488,2024-03-15,S001,P003,9,40,0.0,Online,24.784330172552743,360.0,223.0589715529747,136.9410284470253
6489,2024-12-05,S002,P001,5,10,0.1,In-Store,5.492451742959366,45.0,27.462258714796832,17.537741285203168
6490,2024-07-10,S001,P008,5,40,0.05,Online,30.43443674652355,190.0,152.17218373261775,37.82781626738225
6491,2024-11-20,S001,P006,5,10,0.05,In-Store,7.197010794222791,47.5,35.985053971113956,11.514946028886044
6492,2024-08-01,S001,P009,2,10,0.05,In-Store,5.688855555223183,19.0,11.377711110446366,7.622288889553634
6493,2024-11-10,S004,P003,7,50,0.0,In-Store,34.978344892570604,350.0,244.84841424799424,105.15158575200576
6494,2024-11-13,S004,P008,8,40,0.1,Online,21.87137569042827,288.0,174.97100552342616,113.02899447657384
6495,2024-05-23,S002,P009,5,50,0.1,Online,39.632819177673774,225.0,198.16409588836888,26.835904111631123
6496,2024-08-03,S001,P009,8,10,0.05,Online,6.645685985622048,76.0,53.165487884976386,22.834512115023614
6497,2024-12-26,S001,P007,6,50,0.05,Online,27.25596377030872,285.0,163.53578262185232,121.46421737814768
6498,2024-11-19,S002,P010,4,40,0.05,In-Store,20.79342282338449,152.0,83.17369129353796,68.82630870646204
6499,2024-01-15,S003,P003,7,40,0.2,Online,27.551143734682867,224.0,192.85800614278008,31.141993857219916
6500,2024-08-04,S001,P003,8,20,0.2,In-Store,13.867813186628343,128.0,110.94250549302674,17.057494506973256
6501,2024-02-04,S004,P002,9,50,0.1,Online,39.68389105624743,405.0,357.1550195062269,47.84498049377311
6502,2024-07-01,S003,P001,5,20,0.05,In-Store,12.980369187577633,95.0,64.90184593788817,30.09815406211183
6503,2024-09-26,S003,P002,9,10,0.1,In-Store,6.017470930685237,81.0,54.15723837616713,26.84276162383287
6504,2024-12-23,S003,P005,8,50,0.0,In-Store,35.651624002210646,400.0,285.21299201768517,114.78700798231483
6505,2024-04-09,S003,P001,1,30,0.2,Online,22.220704445268055,24.0,22.220704445268055,1.7792955547319451
6506,2024-01-07,S003,P010,8,20,0.05,In-Store,14.118824198878148,152.0,112.95059359102518,39.04940640897482
6507,2024-01-30,S003,P004,8,40,0.0,Online,28.919819560575583,320.0,231.35855648460466,88.64144351539534
6508,2024-10-31,S002,P010,7,20,0.1,In-Store,14.153852075968347,126.0,99.07696453177843,26.92303546822157
6509,2024-05-23,S002,P010,1,50,0.0,Online,27.60668108100995,50.0,27.60668108100995,22.39331891899005
6510,2024-04-20,S003,P001,6,20,0.2,Online,14.86365608853244,96.0,89.18193653119465,6.818063468805349
6511,2024-08-19,S004,P010,2,40,0.0,Online,27.507933448707046,80.0,55.01586689741409,24.984133102585908
6512,2024-06-27,S002,P008,6,20,0.05,Online,12.349143659638626,114.0,74.09486195783175,39.90513804216825
6513,2024-03-12,S002,P005,2,20,0.05,Online,13.978610444979772,38.0,27.957220889959544,10.042779110040456
6514,2024-07-28,S003,P010,2,30,0.2,Online,22.620672103543555,48.0,45.24134420708711,2.75865579291289
6515,2024-08-07,S004,P004,7,10,0.1,Online,7.586749650874984,63.0,53.10724755612489,9.89275244387511
6516,2024-03-20,S003,P003,1,40,0.1,Online,24.005724821947876,36.0,24.005724821947876,11.994275178052124
6517,2024-03-23,S004,P009,5,10,0.1,Online,5.354208266093508,45.0,26.77104133046754,18.22895866953246
6518,2024-02-11,S004,P006,1,30,0.1,Online,17.009393954482373,27.0,17.009393954482373,9.990606045517627
6519,2024-09-29,S001,P001,9,50,0.0,Online,34.10386504729007,450.0,306.93478542561064,143.06521457438936
6520,2024-07-09,S002,P008,5,50,0.1,Online,32.74775519878398,225.0,163.7387759939199,61.26122400608011
6521,2024-06-21,S003,P010,5,30,0.2,Online,19.448480500664125,120.0,97.24240250332062,22.75759749667938
6522,2024-01-07,S002,P002,4,50,0.0,In-Store,29.549981028478182,200.0,118.19992411391273,81.80007588608727
6523,2024-06-03,S002,P009,3,50,0.1,Online,26.135145201034245,135.0,78.40543560310273,56.59456439689727
6524,2024-01-10,S004,P007,8,20,0.05,In-Store,11.805917148918393,152.0,94.44733719134715,57.552662808652855
6525,2024-02-03,S002,P003,7,20,0.1,In-Store,14.151391713103138,126.0,99.05974199172196,26.940258008278036
6526,2024-02-05,S001,P004,9,20,0.0,In-Store,13.73193499523168,180.0,123.58741495708512,56.412585042914884
6527,2024-01-06,S003,P003,6,30,0.0,In-Store,17.489625798882958,180.0,104.93775479329776,75.06224520670224
6528,2024-08-02,S002,P006,1,50,0.0,Online,36.57879651827145,50.0,36.57879651827145,13.421203481728547
6529,2024-05-13,S003,P009,5,10,0.2,Online,7.877009787101792,40.0,39.38504893550896,0.6149510644910379
6530,2024-10-11,S002,P010,5,40,0.0,Online,23.03070780546278,200.0,115.1535390273139,84.8464609726861
6531,2024-05-05,S003,P009,7,50,0.2,In-Store,36.80011385544141,280.0,257.6007969880899,22.399203011910117
6532,2024-12-02,S003,P001,1,30,0.2,Online,22.077939151812377,24.0,22.077939151812377,1.9220608481876233
6533,2024-06-22,S003,P010,1,20,0.2,Online,13.20662448772419,16.0,13.20662448772419,2.7933755122758104
6534,2024-05-31,S002,P006,6,40,0.0,In-Store,20.120329313594386,240.0,120.72197588156632,119.27802411843368
6535,2024-11-26,S001,P001,6,40,0.2,In-Store,23.531142076641327,192.0,141.18685245984796,50.813147540152045
6536,2024-01-26,S003,P004,9,40,0.0,Online,20.46938845201593,360.0,184.22449606814337,175.77550393185663
6537,2024-04-24,S004,P007,3,10,0.0,In-Store,6.225933141700225,30.0,18.677799425100677,11.322200574899323
6538,2024-10-10,S004,P004,5,20,0.1,In-Store,13.41404093956261,90.0,67.07020469781305,22.929795302186946
6539,2024-03-15,S004,P009,5,20,0.1,In-Store,12.626158710707077,90.0,63.13079355353538,26.869206446464617
6540,2024-06-14,S001,P010,1,20,0.2,In-Store,14.163822033609685,16.0,14.163822033609685,1.8361779663903146
6541,2024-07-07,S003,P005,6,20,0.1,In-Store,11.410710636501731,108.0,68.46426381901038,39.535736180989616
6542,2024-03-18,S001,P009,4,50,0.05,In-Store,26.170568563492186,190.0,104.68227425396874,85.31772574603126
6543,2024-03-30,S003,P001,6,40,0.0,In-Store,22.027198090759704,240.0,132.16318854455824,107.83681145544176
6544,2024-06-24,S001,P004,8,40,0.1,In-Store,23.20800556895577,288.0,185.66404455164616,102.33595544835384
6545,2024-01-21,S003,P007,8,40,0.05,Online,22.919489035489264,304.0,183.3559122839141,120.64408771608589
6546,2024-02-23,S004,P002,3,30,0.05,In-Store,19.620717051069967,85.5,58.8621511532099,26.6378488467901
6547,2024-07-02,S003,P009,9,20,0.2,In-Store,15.38861472570697,144.0,138.49753253136274,5.502467468637263
6548,2024-12-24,S001,P003,4,50,0.0,Online,30.3481048089308,200.0,121.3924192357232,78.6075807642768
6549,2024-08-09,S003,P004,1,50,0.05,Online,26.26569286423514,47.5,26.26569286423514,21.23430713576486
6550,2024-11-10,S002,P004,9,30,0.1,In-Store,22.37977786093798,243.0,201.41800074844184,41.58199925155816
6551,2024-11-23,S003,P008,5,30,0.0,In-Store,15.145495114540203,150.0,75.72747557270102,74.27252442729898
6552,2024-06-27,S004,P002,8,40,0.1,Online,26.186349946039766,288.0,209.49079956831812,78.50920043168188
6553,2024-10-02,S003,P005,7,40,0.1,Online,29.708638562356615,252.0,207.9604699364963,44.03953006350369
6554,2024-04-21,S002,P002,5,40,0.05,In-Store,26.797299658430234,190.0,133.98649829215117,56.01350170784883
6555,2024-08-11,S002,P006,8,40,0.2,In-Store,31.16195524487326,256.0,249.29564195898607,6.704358041013933
