order_id,order_date,store_id,product_id,qty,unit_price,discount,channel,unit_cost,revenue,cost,profit,Rev_Calc,Rev_Diff,rev_flag
19521,27-Aug-24,S003,P001,3,40,0,Online,22.4933,120,67.4799,52.5201,120,0,OK
19693,28-Jun-24,S003,P006,3,40,0,Online,25.196,120,75.588,44.412,120,0,OK
19846,16-Jun-24,S001,P004,3,40,0,Online,23.0448,120,69.1345,50.8655,120,0,OK
91,10-Feb-24,S003,P001,8,40,0,Online,25.3977,320,203.1812,116.8188,320,0,OK
402,29-May-24,S003,P007,8,40,0,Online,31.5663,320,252.5303,67.4697,320,0,OK
697,26-Jun-24,S004,P008,8,40,0,Online,25.9672,320,207.7379,112.2621,320,0,OK
746,12-May-24,S003,P008,8,40,0,Online,30.5841,320,244.6731,75.3269,320,0,OK
873,01-Mar-24,S004,P008,8,40,0,In-Store,31.3811,320,251.049,68.951,320,0,OK
1099,20-Oct-24,S003,P004,8,40,0,In-Store,22.9647,320,183.7173,136.2827,320,0,OK
1186,17-Jan-24,S002,P010,8,40,0,In-Store,30.8302,320,246.6415,73.3585,320,0,OK
1666,08-Feb-24,S003,P003,8,40,0,Online,29.6937,320,237.5495,82.4505,320,0,OK
1724,27-Feb-24,S001,P008,8,40,0,Online,31.5913,320,252.7301,67.2699,320,0,OK
1773,19-Feb-24,S003,P006,8,40,0,Online,27.1985,320,217.5878,102.4122,320,0,OK
2096,17-Mar-24,S001,P003,8,40,0,In-Store,22.3777,320,179.0216,140.9784,320,0,OK
2220,12-Dec-24,S001,P009,8,40,0,In-Store,30.6009,320,244.8075,75.1925,320,0,OK
2633,05-May-24,S003,P004,8,40,0,In-Store,26.1335,320,209.0677,110.9323,320,0,OK
2776,07-Sep-24,S003,P010,8,40,0,Online,22.6225,320,180.98,139.02,320,0,OK
2826,08-May-24,S004,P005,8,40,0,Online,28.0319,320,224.2555,95.7445,320,0,OK
2974,14-Mar-24,S004,P001,8,40,0,In-Store,29.4534,320,235.6272,84.3728,320,0,OK
3175,04-Feb-24,S004,P004,8,40,0,In-Store,29.1694,320,233.3552,86.6448,320,0,OK
3399,05-May-24,S003,P008,8,40,0,In-Store,27.0611,320,216.4891,103.5109,320,0,OK
4206,21-Mar-24,S001,P005,8,40,0,In-Store,30.7963,320,246.3706,73.6294,320,0,OK
4232,04-Dec-24,S001,P004,8,40,0,Online,28.0349,320,224.279,95.721,320,0,OK
4249,13-Jan-24,S001,P006,8,40,0,In-Store,31.5267,320,252.2135,67.7865,320,0,OK
4293,16-Feb-24,S003,P009,8,40,0,Online,24.8098,320,198.4785,121.5215,320,0,OK
4313,05-Aug-24,S003,P008,8,40,0,In-Store,21.5349,320,172.2796,147.7204,320,0,OK
4647,05-Nov-24,S001,P004,8,40,0,In-Store,26.9922,320,215.9374,104.0626,320,0,OK
4727,22-Dec-24,S003,P003,8,40,0,In-Store,31.8139,320,254.511,65.489,320,0,OK
5009,25-Feb-24,S001,P010,8,40,0,Online,28.565,320,228.5197,91.4803,320,0,OK
5149,23-Jul-24,S004,P005,8,40,0,In-Store,22.8926,320,183.1409,136.8591,320,0,OK
5227,07-Dec-24,S002,P002,8,40,0,Online,22.8013,320,182.4104,137.5896,320,0,OK
5664,13-Nov-24,S002,P010,8,40,0,In-Store,20.3285,320,162.6282,157.3718,320,0,OK
6001,08-Nov-24,S003,P006,8,40,0,Online,31.4765,320,251.8123,68.1877,320,0,OK
6127,14-May-24,S004,P008,8,40,0,Online,27.6606,320,221.2851,98.7149,320,0,OK
6272,16-Mar-24,S003,P006,8,40,0,Online,21.7133,320,173.7067,146.2933,320,0,OK
6450,06-Feb-24,S001,P009,8,40,0,Online,23.4535,320,187.628,132.372,320,0,OK
6507,30-Jan-24,S003,P004,8,40,0,Online,28.9198,320,231.3586,88.6414,320,0,OK
6685,06-Apr-24,S002,P010,8,40,0,Online,24.5294,320,196.235,123.765,320,0,OK
7132,24-Dec-24,S003,P001,8,40,0,Online,29.6386,320,237.1086,82.8914,320,0,OK
7575,09-Jul-24,S004,P002,8,40,0,In-Store,20.9381,320,167.5045,152.4955,320,0,OK
7615,08-Apr-24,S003,P010,8,40,0,Online,30.9967,320,247.9734,72.0266,320,0,OK
7734,29-Jul-24,S004,P001,8,40,0,In-Store,24.1537,320,193.2297,126.7703,320,0,OK
7816,21-Nov-24,S004,P003,8,40,0,Online,30.4068,320,243.2544,76.7456,320,0,OK
8305,30-Jan-24,S002,P009,8,40,0,Online,25.0252,320,200.2017,119.7983,320,0,OK
8307,07-Apr-24,S004,P001,8,40,0,In-Store,28.9193,320,231.3543,88.6457,320,0,OK
8600,30-May-24,S004,P006,8,40,0,In-Store,25.5107,320,204.0856,115.9144,320,0,OK
8714,26-Nov-24,S003,P006,8,40,0,Online,30.3979,320,243.1833,76.8167,320,0,OK
8811,24-Aug-24,S001,P008,8,40,0,Online,27.7017,320,221.6134,98.3866,320,0,OK
9244,20-May-24,S004,P004,8,40,0,Online,20.0281,320,160.2247,159.7753,320,0,OK
9570,28-Dec-24,S002,P003,8,40,0,In-Store,23.7246,320,189.7965,130.2035,320,0,OK
9916,05-Oct-24,S003,P009,8,40,0,Online,28.548,320,228.3837,91.6163,320,0,OK
9920,27-Oct-24,S003,P009,8,40,0,Online,23.0864,320,184.691,135.309,320,0,OK
10005,07-Feb-24,S002,P009,8,40,0,In-Store,22.1018,320,176.814,143.186,320,0,OK
10226,13-Dec-24,S003,P003,8,40,0,In-Store,25.9172,320,207.3372,112.6628,320,0,OK
10300,06-Jan-24,S003,P009,8,40,0,In-Store,31.9595,320,255.6758,64.3242,320,0,OK
10357,05-Mar-24,S002,P005,8,40,0,In-Store,24.2839,320,194.2715,125.7285,320,0,OK
10510,21-Mar-24,S004,P002,8,40,0,In-Store,26.3082,320,210.4656,109.5344,320,0,OK
10785,09-Dec-24,S001,P005,8,40,0,Online,23.4504,320,187.6034,132.3966,320,0,OK
11093,05-Jan-24,S003,P003,8,40,0,In-Store,26.7161,320,213.7291,106.2709,320,0,OK
11170,23-Sep-24,S003,P004,8,40,0,Online,21.9444,320,175.5551,144.4449,320,0,OK
11240,12-Jul-24,S003,P001,8,40,0,In-Store,28.435,320,227.4796,92.5204,320,0,OK
11667,22-Aug-24,S003,P009,8,40,0,Online,30.8406,320,246.7249,73.2751,320,0,OK
11756,14-Aug-24,S003,P001,8,40,0,In-Store,30.2265,320,241.8121,78.1879,320,0,OK
12255,16-Oct-24,S003,P007,8,40,0,Online,22.0565,320,176.4517,143.5483,320,0,OK
12383,07-Mar-24,S002,P010,8,40,0,In-Store,25.752,320,206.0161,113.9839,320,0,OK
12402,10-Apr-24,S001,P002,8,40,0,Online,27.7448,320,221.9581,98.0419,320,0,OK
12882,05-Jul-24,S003,P005,8,40,0,Online,25.9838,320,207.87,112.13,320,0,OK
13017,09-Mar-24,S001,P006,8,40,0,Online,26.1512,320,209.2098,110.7902,320,0,OK
13107,30-Dec-24,S004,P010,8,40,0,Online,28.9985,320,231.9883,88.0117,320,0,OK
13150,18-Nov-24,S003,P004,8,40,0,In-Store,31.6213,320,252.97,67.03,320,0,OK
13170,17-Oct-24,S003,P002,8,40,0,In-Store,29.2688,320,234.1501,85.8499,320,0,OK
13183,24-Sep-24,S002,P004,8,40,0,In-Store,28.8999,320,231.1988,88.8012,320,0,OK
13524,05-Feb-24,S001,P001,8,40,0,In-Store,29.4669,320,235.735,84.265,320,0,OK
13556,11-Jun-24,S002,P009,8,40,0,Online,29.7951,320,238.3611,81.6389,320,0,OK
13704,27-Jan-24,S004,P007,8,40,0,In-Store,29.408,320,235.2639,84.7361,320,0,OK
13743,16-Apr-24,S001,P004,8,40,0,Online,28.9493,320,231.5944,88.4056,320,0,OK
14750,28-Nov-24,S001,P008,8,40,0,In-Store,29.2398,320,233.9184,86.0816,320,0,OK
14804,08-Oct-24,S002,P007,8,40,0,Online,25.9552,320,207.6416,112.3584,320,0,OK
14888,28-Jan-24,S001,P003,8,40,0,In-Store,22.3875,320,179.0996,140.9004,320,0,OK
14981,03-Apr-24,S003,P007,8,40,0,Online,27.801,320,222.4083,97.5917,320,0,OK
15224,19-Sep-24,S001,P003,8,40,0,Online,25.236,320,201.8882,118.1118,320,0,OK
15454,12-Jan-24,S001,P008,8,40,0,Online,23.6979,320,189.5834,130.4166,320,0,OK
15527,21-Jul-24,S001,P001,8,40,0,In-Store,29.4061,320,235.2488,84.7512,320,0,OK
15533,01-Oct-24,S001,P004,8,40,0,In-Store,30.6336,320,245.0685,74.9315,320,0,OK
15573,06-Jun-24,S003,P002,8,40,0,In-Store,26.3667,320,210.9337,109.0663,320,0,OK
15645,05-Feb-24,S003,P006,8,40,0,In-Store,21.2257,320,169.8057,150.1943,320,0,OK
15830,22-Dec-24,S001,P008,8,40,0,In-Store,27.8143,320,222.5143,97.4857,320,0,OK
15850,06-Jun-24,S001,P002,8,40,0,Online,21.9255,320,175.4043,144.5957,320,0,OK
16369,06-Aug-24,S001,P003,8,40,0,Online,21.8911,320,175.1289,144.8711,320,0,OK
16690,11-Nov-24,S003,P002,8,40,0,In-Store,31.2523,320,250.0187,69.9813,320,0,OK
16752,27-Mar-24,S003,P004,8,40,0,Online,22.463,320,179.7043,140.2957,320,0,OK
17065,27-Mar-24,S003,P001,8,40,0,Online,30.2544,320,242.0356,77.9644,320,0,OK
17197,12-Sep-24,S001,P003,8,40,0,Online,27.6363,320,221.0903,98.9097,320,0,OK
17608,28-Oct-24,S004,P004,8,40,0,Online,30.425,320,243.3999,76.6001,320,0,OK
18086,16-Dec-24,S002,P002,8,40,0,Online,23.1091,320,184.8731,135.1269,320,0,OK
18445,03-Jan-24,S002,P004,8,40,0,Online,22.6747,320,181.3978,138.6022,320,0,OK
18610,22-May-24,S002,P008,8,40,0,Online,24.4587,320,195.6692,124.3308,320,0,OK
18648,16-May-24,S003,P005,8,40,0,In-Store,24.5028,320,196.0224,123.9776,320,0,OK
18671,07-Mar-24,S002,P001,8,40,0,Online,23.8378,320,190.7024,129.2976,320,0,OK
18735,08-Mar-24,S004,P007,8,40,0,Online,24.3905,320,195.1242,124.8758,320,0,OK
19398,12-Oct-24,S003,P001,8,40,0,In-Store,25.2213,320,201.7703,118.2297,320,0,OK
19456,03-Dec-24,S001,P001,8,40,0,In-Store,26.2811,320,210.2488,109.7512,320,0,OK
19504,30-Jul-24,S004,P008,8,40,0,Online,23.2625,320,186.0997,133.9003,320,0,OK
19938,22-Apr-24,S002,P001,8,40,0,In-Store,20.0052,320,160.0414,159.9586,320,0,OK
761,23-Jul-24,S004,P006,9,40,0,Online,31.244,360,281.1959,78.8041,360,0,OK
1031,01-Jan-24,S003,P005,9,40,0,Online,24.8777,360,223.8994,136.1006,360,0,OK
1098,27-Apr-24,S001,P010,9,40,0,In-Store,29.7986,360,268.1878,91.8122,360,0,OK
1211,07-Dec-24,S003,P010,9,40,0,In-Store,25.3394,360,228.0546,131.9454,360,0,OK
1251,14-Oct-24,S002,P010,9,40,0,Online,21.6937,360,195.2436,164.7564,360,0,OK
1455,16-Feb-24,S002,P009,9,40,0,Online,31.8572,360,286.7152,73.2848,360,0,OK
1488,08-Feb-24,S001,P005,9,40,0,In-Store,30.3433,360,273.09,86.91,360,0,OK
1685,09-Dec-24,S002,P010,9,40,0,Online,31.7496,360,285.7461,74.2539,360,0,OK
1749,18-Sep-24,S003,P006,9,40,0,In-Store,20.1003,360,180.9025,179.0975,360,0,OK
1765,29-Feb-24,S002,P004,9,40,0,In-Store,25.559,360,230.031,129.969,360,0,OK
1805,14-Jun-24,S002,P005,9,40,0,Online,23.4428,360,210.9849,149.0151,360,0,OK
2137,02-Jun-24,S001,P004,9,40,0,In-Store,31.086,360,279.7742,80.2258,360,0,OK
2657,28-Mar-24,S001,P008,9,40,0,In-Store,24.8161,360,223.3453,136.6547,360,0,OK
2686,11-Aug-24,S004,P006,9,40,0,Online,25.5422,360,229.8797,130.1203,360,0,OK
2766,15-Aug-24,S001,P010,9,40,0,Online,22.101,360,198.9088,161.0912,360,0,OK
3111,15-Feb-24,S001,P001,9,40,0,Online,29.3351,360,264.0155,95.9845,360,0,OK
3284,14-Feb-24,S004,P006,9,40,0,In-Store,27.5748,360,248.1732,111.8268,360,0,OK
3444,18-Apr-24,S002,P003,9,40,0,Online,26.1838,360,235.6542,124.3458,360,0,OK
3677,20-Sep-24,S001,P009,9,40,0,Online,27.5262,360,247.7359,112.2641,360,0,OK
3968,18-May-24,S002,P005,9,40,0,In-Store,25.8189,360,232.37,127.63,360,0,OK
4305,04-Sep-24,S001,P010,9,40,0,Online,26.989,360,242.9009,117.0991,360,0,OK
4411,29-Sep-24,S003,P009,9,40,0,Online,23.6037,360,212.4335,147.5665,360,0,OK
4586,19-Jul-24,S004,P005,9,40,0,Online,20.4622,360,184.1594,175.8406,360,0,OK
4633,11-Jul-24,S004,P002,9,40,0,In-Store,23.9208,360,215.2873,144.7127,360,0,OK
4987,24-Oct-24,S002,P007,9,40,0,In-Store,21.2942,360,191.6478,168.3522,360,0,OK
5159,20-Sep-24,S003,P008,9,40,0,In-Store,29.0135,360,261.1216,98.8784,360,0,OK
5349,09-Feb-24,S001,P005,9,40,0,Online,31.8229,360,286.4065,73.5935,360,0,OK
5567,09-Nov-24,S003,P008,9,40,0,In-Store,24.5471,360,220.9236,139.0764,360,0,OK
5788,24-Jun-24,S003,P006,9,40,0,Online,26.9859,360,242.873,117.127,360,0,OK
5933,21-Feb-24,S004,P008,9,40,0,Online,26.1713,360,235.5416,124.4584,360,0,OK
6488,15-Mar-24,S001,P003,9,40,0,Online,24.7843,360,223.059,136.941,360,0,OK
6536,26-Jan-24,S003,P004,9,40,0,Online,20.4694,360,184.2245,175.7755,360,0,OK
6724,14-Jul-24,S002,P001,9,40,0,In-Store,20.7085,360,186.3767,173.6233,360,0,OK
6841,06-Aug-24,S002,P008,9,40,0,In-Store,30.9471,360,278.5236,81.4764,360,0,OK
6860,06-Apr-24,S002,P006,9,40,0,In-Store,27.9022,360,251.1198,108.8802,360,0,OK
7345,22-Dec-24,S003,P001,9,40,0,Online,21.9757,360,197.7816,162.2184,360,0,OK
7703,27-Jun-24,S001,P006,9,40,0,In-Store,27.7638,360,249.874,110.126,360,0,OK
7773,09-Mar-24,S004,P004,9,40,0,In-Store,31.7608,360,285.8471,74.1529,360,0,OK
7840,30-Aug-24,S002,P009,9,40,0,Online,21.48,360,193.3196,166.6804,360,0,OK
8395,25-Sep-24,S004,P002,9,40,0,Online,20.1798,360,181.6178,178.3822,360,0,OK
8422,12-Jan-24,S002,P009,9,40,0,In-Store,21.4918,360,193.4266,166.5734,360,0,OK
8440,25-Oct-24,S003,P007,9,40,0,Online,29.457,360,265.1128,94.8872,360,0,OK
8581,14-Aug-24,S001,P007,9,40,0,Online,22.9422,360,206.4795,153.5205,360,0,OK
8886,14-Apr-24,S004,P005,9,40,0,Online,28.5447,360,256.9025,103.0975,360,0,OK
9275,16-Aug-24,S001,P002,9,40,0,In-Store,31.3877,360,282.4895,77.5105,360,0,OK
9332,09-Jun-24,S003,P001,9,40,0,In-Store,23.9997,360,215.9976,144.0024,360,0,OK
9575,17-Mar-24,S001,P004,9,40,0,Online,20.0535,360,180.4812,179.5188,360,0,OK
9663,20-Mar-24,S001,P010,9,40,0,In-Store,30.3,360,272.6999,87.3001,360,0,OK
10028,08-Jul-24,S002,P007,9,40,0,In-Store,25.0432,360,225.3887,134.6113,360,0,OK
10685,09-Mar-24,S001,P007,9,40,0,Online,30.5889,360,275.3003,84.6997,360,0,OK
10830,16-Nov-24,S001,P007,9,40,0,In-Store,29.0708,360,261.6375,98.3625,360,0,OK
10895,28-Nov-24,S002,P001,9,40,0,In-Store,21.6891,360,195.2023,164.7977,360,0,OK
11024,01-Jul-24,S003,P007,9,40,0,Online,29.5265,360,265.7384,94.2616,360,0,OK
11192,06-Sep-24,S003,P008,9,40,0,In-Store,23.3583,360,210.2248,149.7752,360,0,OK
11459,23-Apr-24,S004,P005,9,40,0,Online,27.942,360,251.4778,108.5222,360,0,OK
11630,19-Jun-24,S002,P003,9,40,0,Online,21.4352,360,192.9166,167.0834,360,0,OK
11944,01-Aug-24,S003,P004,9,40,0,Online,25.5058,360,229.5523,130.4477,360,0,OK
12003,07-Feb-24,S002,P009,9,40,0,In-Store,27.9052,360,251.1468,108.8532,360,0,OK
12265,16-Sep-24,S002,P009,9,40,0,Online,31.3377,360,282.0396,77.9604,360,0,OK
13138,16-Sep-24,S003,P008,9,40,0,Online,25.7837,360,232.0537,127.9463,360,0,OK
13533,04-Jan-24,S003,P003,9,40,0,In-Store,26.313,360,236.8168,123.1832,360,0,OK
13545,19-Sep-24,S004,P008,9,40,0,In-Store,30.3684,360,273.3156,86.6844,360,0,OK
13740,09-Dec-24,S004,P002,9,40,0,In-Store,21.6578,360,194.9199,165.0801,360,0,OK
13891,08-Nov-24,S002,P007,9,40,0,Online,27.0905,360,243.8146,116.1854,360,0,OK
14048,10-Oct-24,S002,P001,9,40,0,In-Store,23.3642,360,210.278,149.722,360,0,OK
14606,21-Jun-24,S001,P008,9,40,0,Online,30.9256,360,278.3305,81.6695,360,0,OK
14977,07-Jan-24,S001,P003,9,40,0,Online,26.0277,360,234.2494,125.7506,360,0,OK
15144,28-Nov-24,S004,P010,9,40,0,Online,27.8535,360,250.6811,109.3189,360,0,OK
15385,13-Apr-24,S002,P009,9,40,0,In-Store,31.6495,360,284.8452,75.1548,360,0,OK
15489,26-Apr-24,S001,P010,9,40,0,In-Store,28.1551,360,253.3961,106.6039,360,0,OK
15797,14-Nov-24,S003,P002,9,40,0,Online,30.2025,360,271.8226,88.1774,360,0,OK
16174,10-Aug-24,S001,P002,9,40,0,Online,25.487,360,229.3826,130.6174,360,0,OK
16597,27-Sep-24,S003,P002,9,40,0,In-Store,20.4427,360,183.9843,176.0157,360,0,OK
16708,14-Jan-24,S004,P005,9,40,0,Online,30.1298,360,271.1686,88.8314,360,0,OK
16712,15-Sep-24,S002,P010,9,40,0,In-Store,23.3261,360,209.9348,150.0652,360,0,OK
17119,03-Jun-24,S001,P006,9,40,0,In-Store,20.3616,360,183.2546,176.7454,360,0,OK
17132,22-Feb-24,S001,P006,9,40,0,Online,28.9217,360,260.2953,99.7047,360,0,OK
17370,27-Feb-24,S002,P007,9,40,0,In-Store,22.4822,360,202.34,157.66,360,0,OK
17721,20-Feb-24,S004,P004,9,40,0,In-Store,29.8121,360,268.3089,91.6911,360,0,OK
17768,14-Dec-24,S003,P005,9,40,0,In-Store,29.2288,360,263.0591,96.9409,360,0,OK
17808,30-Nov-24,S004,P004,9,40,0,In-Store,27.2193,360,244.9738,115.0262,360,0,OK
17898,19-Feb-24,S001,P005,9,40,0,Online,31.6523,360,284.8709,75.1291,360,0,OK
18157,15-Apr-24,S003,P008,9,40,0,Online,25.9027,360,233.1242,126.8758,360,0,OK
18167,28-Feb-24,S002,P008,9,40,0,Online,24.0688,360,216.6191,143.3809,360,0,OK
18257,29-Sep-24,S001,P007,9,40,0,In-Store,23.6508,360,212.8568,147.1432,360,0,OK
18420,23-Nov-24,S004,P007,9,40,0,In-Store,30.8036,360,277.2322,82.7678,360,0,OK
18508,07-Aug-24,S003,P002,9,40,0,Online,20.5083,360,184.5751,175.4249,360,0,OK
18575,27-Sep-24,S001,P001,9,40,0,In-Store,26.6202,360,239.5814,120.4186,360,0,OK
18858,28-Aug-24,S004,P003,9,40,0,In-Store,31.4168,360,282.7514,77.2486,360,0,OK
19038,07-Jul-24,S002,P006,9,40,0,Online,29.4136,360,264.722,95.278,360,0,OK
19081,27-Oct-24,S004,P001,9,40,0,Online,24.3887,360,219.4983,140.5017,360,0,OK
19354,30-Jul-24,S001,P008,9,40,0,Online,21.5656,360,194.09,165.91,360,0,OK
19593,02-Jun-24,S004,P006,9,40,0,Online,30.2154,360,271.9382,88.0618,360,0,OK
15,31-May-24,S001,P002,2,30,0,In-Store,22.5276,60,45.0552,14.9448,60,0,OK
161,14-Feb-24,S001,P008,2,30,0,In-Store,15.984,60,31.968,28.032,60,0,OK
183,16-May-24,S001,P009,2,30,0,In-Store,18.1864,60,36.3728,23.6272,60,0,OK
304,14-May-24,S002,P007,2,30,0,In-Store,16.8046,60,33.6091,26.3909,60,0,OK
341,14-Dec-24,S002,P006,2,30,0,Online,20.9366,60,41.8733,18.1267,60,0,OK
1475,29-Sep-24,S004,P005,2,30,0,Online,20.5098,60,41.0196,18.9804,60,0,OK
1523,21-May-24,S004,P005,2,30,0,In-Store,20.8403,60,41.6806,18.3194,60,0,OK
1568,23-Feb-24,S003,P004,2,30,0,In-Store,22.1029,60,44.2058,15.7942,60,0,OK
1594,18-Nov-24,S001,P003,2,30,0,Online,15.3733,60,30.7466,29.2534,60,0,OK
1680,17-Jan-24,S003,P007,2,30,0,Online,16.3537,60,32.7073,27.2927,60,0,OK
1706,11-Jul-24,S001,P003,2,30,0,Online,18.8094,60,37.6187,22.3813,60,0,OK
1841,22-Jun-24,S004,P006,2,30,0,Online,22.6023,60,45.2045,14.7955,60,0,OK
1863,20-Apr-24,S001,P004,2,30,0,Online,17.6893,60,35.3785,24.6215,60,0,OK
2266,08-Mar-24,S004,P010,2,30,0,Online,22.6779,60,45.3559,14.6441,60,0,OK
2302,02-Aug-24,S004,P004,2,30,0,In-Store,22.3265,60,44.6531,15.3469,60,0,OK
2513,14-Aug-24,S004,P001,2,30,0,Online,22.9339,60,45.8679,14.1321,60,0,OK
2583,24-Nov-24,S001,P002,2,30,0,In-Store,23.3701,60,46.7402,13.2598,60,0,OK
3184,22-Dec-24,S002,P005,2,30,0,In-Store,16.0687,60,32.1373,27.8627,60,0,OK
3496,23-Sep-24,S004,P006,2,30,0,In-Store,16.7352,60,33.4704,26.5296,60,0,OK
3504,05-Jan-24,S004,P010,2,30,0,Online,23.3462,60,46.6925,13.3075,60,0,OK
3890,17-Jan-24,S004,P003,2,30,0,Online,22.6505,60,45.3009,14.6991,60,0,OK
4332,17-Oct-24,S001,P006,2,30,0,Online,18.6685,60,37.337,22.663,60,0,OK
4358,13-Mar-24,S002,P003,2,30,0,Online,16.5444,60,33.0889,26.9111,60,0,OK
4362,20-Aug-24,S003,P001,2,30,0,Online,16.7901,60,33.5803,26.4197,60,0,OK
4422,03-Mar-24,S002,P001,2,30,0,Online,16.4754,60,32.9508,27.0492,60,0,OK
4445,14-Nov-24,S001,P009,2,30,0,In-Store,21.9392,60,43.8783,16.1217,60,0,OK
4559,01-Aug-24,S003,P003,2,30,0,Online,22.1416,60,44.2833,15.7167,60,0,OK
4710,16-Apr-24,S002,P006,2,30,0,Online,22.1987,60,44.3974,15.6026,60,0,OK
4802,13-Jun-24,S001,P006,2,30,0,Online,16.7468,60,33.4936,26.5064,60,0,OK
5045,11-Nov-24,S002,P010,2,30,0,Online,15.8259,60,31.6519,28.3481,60,0,OK
5303,27-Sep-24,S004,P002,2,30,0,Online,19.6491,60,39.2982,20.7018,60,0,OK
5449,13-Feb-24,S003,P009,2,30,0,Online,18.3397,60,36.6794,23.3206,60,0,OK
5521,20-Jul-24,S003,P009,2,30,0,In-Store,17.7611,60,35.5223,24.4777,60,0,OK
5808,06-Oct-24,S004,P010,2,30,0,Online,21.8267,60,43.6533,16.3467,60,0,OK
6576,10-Feb-24,S003,P009,2,30,0,Online,19.5697,60,39.1394,20.8606,60,0,OK
6653,29-Sep-24,S004,P002,2,30,0,In-Store,20.0732,60,40.1465,19.8535,60,0,OK
6679,05-Jun-24,S001,P002,2,30,0,Online,15.311,60,30.622,29.378,60,0,OK
6853,29-Nov-24,S004,P006,2,30,0,Online,23.447,60,46.8939,13.1061,60,0,OK
6969,27-Sep-24,S004,P002,2,30,0,In-Store,23.9377,60,47.8753,12.1247,60,0,OK
7092,16-Apr-24,S004,P006,2,30,0,In-Store,19.5592,60,39.1184,20.8816,60,0,OK
7965,23-Dec-24,S003,P008,2,30,0,In-Store,20.204,60,40.4081,19.5919,60,0,OK
8245,03-Jan-24,S004,P004,2,30,0,Online,22.0661,60,44.1322,15.8678,60,0,OK
8747,30-Apr-24,S003,P002,2,30,0,In-Store,18.6995,60,37.399,22.601,60,0,OK
9050,23-Jan-24,S001,P007,2,30,0,Online,18.9684,60,37.9369,22.0631,60,0,OK
9563,09-Jun-24,S004,P010,2,30,0,Online,18.4373,60,36.8747,23.1253,60,0,OK
9696,07-Oct-24,S002,P005,2,30,0,Online,21.5551,60,43.1102,16.8898,60,0,OK
9741,03-Sep-24,S003,P002,2,30,0,In-Store,23.3814,60,46.7628,13.2372,60,0,OK
10061,14-Jan-24,S003,P006,2,30,0,In-Store,19.3917,60,38.7834,21.2166,60,0,OK
10142,28-Apr-24,S004,P003,2,30,0,Online,19.9489,60,39.8979,20.1021,60,0,OK
10307,08-Nov-24,S002,P003,2,30,0,In-Store,18.359,60,36.7181,23.2819,60,0,OK
10366,05-Jul-24,S003,P007,2,30,0,Online,17.0798,60,34.1596,25.8404,60,0,OK
10528,05-May-24,S002,P008,2,30,0,Online,15.7496,60,31.4993,28.5007,60,0,OK
10597,19-Aug-24,S004,P005,2,30,0,Online,16.1147,60,32.2294,27.7706,60,0,OK
10600,28-Jan-24,S001,P010,2,30,0,In-Store,17.3872,60,34.7744,25.2256,60,0,OK
10635,16-Aug-24,S003,P008,2,30,0,In-Store,22.5335,60,45.0671,14.9329,60,0,OK
10935,26-Jul-24,S002,P009,2,30,0,In-Store,23.3718,60,46.7436,13.2564,60,0,OK
10945,19-Apr-24,S003,P007,2,30,0,In-Store,18.978,60,37.956,22.044,60,0,OK
10999,17-Mar-24,S002,P001,2,30,0,In-Store,20.9399,60,41.8798,18.1202,60,0,OK
11137,27-Nov-24,S003,P004,2,30,0,Online,18.3565,60,36.713,23.287,60,0,OK
11276,14-Dec-24,S003,P009,2,30,0,Online,16.9752,60,33.9504,26.0496,60,0,OK
11375,27-Dec-24,S001,P009,2,30,0,Online,19.5502,60,39.1003,20.8997,60,0,OK
11399,01-Dec-24,S002,P001,2,30,0,Online,16.9281,60,33.8562,26.1438,60,0,OK
11655,06-Nov-24,S003,P003,2,30,0,In-Store,22.0868,60,44.1736,15.8264,60,0,OK
11811,18-Dec-24,S001,P003,2,30,0,Online,17.9342,60,35.8683,24.1317,60,0,OK
12331,30-Mar-24,S003,P006,2,30,0,Online,18.6169,60,37.2337,22.7663,60,0,OK
12410,09-May-24,S001,P005,2,30,0,In-Store,23.1537,60,46.3073,13.6927,60,0,OK
12554,08-Jun-24,S004,P009,2,30,0,In-Store,16.0822,60,32.1644,27.8356,60,0,OK
12575,19-Feb-24,S004,P010,2,30,0,In-Store,23.5866,60,47.1733,12.8267,60,0,OK
12614,03-Aug-24,S001,P006,2,30,0,Online,19.3947,60,38.7895,21.2105,60,0,OK
12986,17-Dec-24,S001,P010,2,30,0,Online,22.5158,60,45.0315,14.9685,60,0,OK
13137,16-Feb-24,S001,P004,2,30,0,Online,22.1366,60,44.2732,15.7268,60,0,OK
13492,09-Jul-24,S003,P010,2,30,0,In-Store,20.2602,60,40.5205,19.4795,60,0,OK
13584,13-Jun-24,S001,P008,2,30,0,Online,16.6549,60,33.3098,26.6902,60,0,OK
14000,29-Nov-24,S004,P006,2,30,0,In-Store,22.3003,60,44.6005,15.3995,60,0,OK
14248,18-Aug-24,S001,P002,2,30,0,Online,18.6838,60,37.3677,22.6323,60,0,OK
14304,29-Apr-24,S003,P001,2,30,0,Online,20.0135,60,40.027,19.973,60,0,OK
15529,22-Apr-24,S001,P005,2,30,0,In-Store,16.7632,60,33.5264,26.4736,60,0,OK
15635,10-Nov-24,S002,P008,2,30,0,In-Store,21.9288,60,43.8576,16.1424,60,0,OK
15758,22-Sep-24,S001,P010,2,30,0,Online,17.3529,60,34.7058,25.2942,60,0,OK
